s1,s2,s3,s4,s5,s6,label
3876,23592,32767,32767,-26492,3459,tilt
-2732,18916,32767,32767,-6907,-2752,tilt
-1344,13500,32767,9149,15819,-7652,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-2668,23148,12904,-32768,12929,-5057,tilt
848,12912,-5924,-32768,27365,1574,tilt
-6668,1512,-19960,-32768,17723,2648,tilt
-9000,-6432,-25380,8538,-4239,-2721,tilt
-2848,1956,-19912,32767,-29819,-2191,tilt
5064,14988,-944,32767,-32768,794,tilt
11064,29388,19592,32767,-32768,6320,tilt
6384,32767,32767,32767,-32768,8542,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
4136,26800,14368,0,0,0,tilt
3008,22696,-6212,-32768,32767,-475,tilt
-2868,10840,-22316,-32768,32767,-3097,tilt
-7476,-1784,-28724,-2960,-3293,-7926,tilt
948,1028,-17264,32767,-32768,-2800,tilt
3968,14872,6104,32767,-32768,1486,tilt
-1472,18244,32767,32767,-32768,-1158,tilt
676,14052,32767,32767,-23783,-13240,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
3020,26508,21992,0,0,0,tilt
-1128,14720,-4276,-32768,28816,10639,tilt
-7208,1272,-22956,-32768,29563,7288,tilt
-11208,-7972,-28248,25996,18402,-25,tilt
-6624,-768,-17968,32767,-7668,-3357,tilt
1792,7616,-5064,32767,-32768,3952,tilt
8136,16176,8528,32767,-32768,14537,tilt
5500,25928,23848,32767,-32768,20000,tilt
-364,27968,32767,32767,-32768,7895,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
6116,25480,22720,0,0,0,tilt
2824,24172,2700,-32768,32767,3113,tilt
48,15248,-21360,-32768,32767,2140,tilt
-9064,-1820,-32768,-10973,23768,-2633,tilt
1536,-1528,-26976,32767,-32768,2659,tilt
5892,15328,-1620,32767,-32768,13533,tilt
4340,23564,28700,32767,-32768,12877,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
0,0,0,0,0,0,tilt
3284,23508,13100,-32768,32767,-2232,tilt
-1512,13808,-4284,-32768,32767,-4082,tilt
-3036,5332,-17304,-28827,32767,-7248,tilt
-3776,-1124,-26136,18463,15277,-5468,tilt
-136,540,-18568,32767,-32768,2805,tilt
8036,11596,-184,32767,-32768,13144,tilt
-1,-1,-1,-1,-1,-1,tilt
2744,24872,32767,32767,-32768,14320,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
5608,22640,8852,-32768,32767,306,tilt
-1,-1,-1,-1,-1,-1,tilt
-1488,6744,-23236,-30850,32767,-2454,tilt
-5608,128,-32768,17588,22087,-372,tilt
2512,4412,-24924,32767,-32768,6932,tilt
5900,17072,-3036,32767,-32768,11442,tilt
3276,25780,25300,32767,-32768,6843,tilt
-1,-1,-1,-1,-1,-1,tilt
11160,19508,32767,0,0,0,tilt
-1,-1,-1,-1,-1,-1,tilt
0,0,0,0,0,0,tilt
4636,21172,6224,-32768,32767,2519,tilt
124,8480,-24208,-32768,32767,4994,tilt
-8272,-1384,-32768,-10937,29035,-1261,tilt
-5324,-552,-32768,32767,-16645,56,tilt
5044,11472,-16780,32767,-32768,8833,tilt
12260,28372,6972,32767,-32768,17285,tilt
9184,32767,31296,32767,-32768,16375,tilt
-1,-1,-1,-1,-1,-1,tilt
4140,28588,32767,32767,-4835,-10590,tilt
-1,-1,-1,-1,-1,-1,tilt
-1,-1,-1,-1,-1,-1,tilt
-1012,26464,13864,0,0,0,tilt
2108,19928,-104,-32768,32767,-9513,tilt
-2628,13172,-7336,-32768,32646,-11278,tilt
-5208,3744,-6204,-32768,12217,-12477,tilt
-5880,-880,4704,-26240,-5508,-11645,tilt
-6052,-1800,18348,-32768,-10467,-7298,tilt
-656,-2484,23160,-32768,-170,710,tilt
-1444,-2376,15736,-32768,7131,10388,tilt
-5792,-5124,104,-32768,-4325,17261,tilt
-8180,-8652,-11544,-5054,-9709,14506,tilt
-9800,-3128,-9228,32767,-14825,1290,tilt
-3628,11140,6632,32767,-20358,-9660,tilt
2980,17556,18464,32767,-23584,-6299,tilt
-2680,12620,32767,32767,-32768,-1452,tilt
-768,7536,32767,20355,-18364,-4981,tilt
1204,7304,32767,-32768,17421,-1471,tilt
1148,11796,32767,-32768,20587,5032,tilt
-1828,14164,20192,-32768,19774,7509,tilt
-1,-1,-1,-1,-1,-1,tilt
-7612,-2904,-4256,-32768,17852,9487,tilt
-11752,-7412,-6372,-996,20889,2439,tilt
-11668,-5140,-4292,32767,28286,-5667,tilt
-9880,-2372,96,32767,19575,-11026,tilt
-8364,224,9060,32767,-2785,-10640,tilt
-3496,1268,16408,32767,-20448,-1549,tilt
-3712,2984,22876,32337,-32768,12239,tilt
-6464,6780,32767,10458,-32768,14327,tilt
-1320,7848,32767,-21374,-27666,13710,tilt
3928,7800,32767,-32768,4563,16151,tilt
-212,7716,20932,-32768,15585,19387,tilt
-5440,1780,4224,-32768,17962,15413,tilt
-12576,-5336,-8080,-19293,17594,6105,tilt
-12952,-7380,-12472,32767,21011,-5304,tilt
-7440,712,-8140,32767,10405,-11329,tilt
-2792,9600,4780,32767,-5521,-11197,tilt
3436,17208,19060,32767,-14061,-2513,tilt
-160,17944,29144,32767,-15372,11228,tilt
-4788,18824,32767,32767,-13633,11813,tilt
-4716,15900,32767,-14110,-493,7086,tilt
-2768,17388,27608,-32768,9852,3658,tilt
-2284,16492,18988,-32768,9687,2508,tilt
-5744,11984,10492,-32768,7161,1162,tilt
-6900,2192,-504,-32768,5960,3473,tilt
-9496,-3284,-6760,-20720,11648,1284,tilt
-8932,-3784,-4164,25501,13154,-5816,tilt
-7900,2796,3504,32767,6155,-10440,tilt
-5056,6820,15348,32767,-6146,-14290,tilt
-1600,9544,26212,32767,-17666,-8476,tilt
-2128,10752,32767,18473,-16423,-264,tilt
-3036,10796,32767,-19764,-5119,4428,tilt
-3264,11252,28692,-32768,-697,8653,tilt
-2492,8284,19040,-32768,551,11186,tilt
-5268,4744,12552,-32768,-1986,11868,tilt
-8412,-4052,3480,-32768,192,9853,tilt
-7304,-6928,-108,-15152,7486,6339,tilt
-10244,-6584,-528,21135,19588,1936,tilt
-8376,-3044,1940,32767,17043,-2586,tilt
-7472,5888,8708,32767,4192,-5802,tilt
-3296,10388,19212,32767,-9105,-4919,tilt
-2836,11428,26456,32767,-12293,2161,tilt
-4840,11148,27044,25235,-8659,4818,tilt
-5984,11380,27776,1218,-2687,4765,tilt
-4860,12208,25232,-21639,2764,4809,tilt
-4456,10220,21676,-32768,4995,4968,tilt
-2548,7972,17180,-32768,1804,5995,tilt
-6460,2812,9880,-32768,5712,8113,tilt
-6660,-476,2996,-25130,10750,6405,tilt
-7996,-1100,3588,516,14237,2332,tilt
-7144,4,7216,14292,5117,-669,tilt
-5972,1164,12476,15699,-5314,-600,tilt
-5408,3376,16944,7372,-8956,-1272,tilt
-5152,4360,17644,-5355,-2409,-3510,tilt
-4860,4032,13224,-15787,7543,-3513,tilt
-3732,2500,6252,-17857,16398,-2308,tilt
-4000,880,-300,-10525,21387,-980,tilt
-3524,-652,-2332,961,17850,1460,tilt
-3808,-248,-336,10129,6964,5299,tilt
-2992,500,3828,12878,-10870,8283,tilt
-4340,1100,12236,9043,-31154,8727,tilt
-3728,736,19348,2553,-32768,6590,tilt
-336,92,23852,2873,-32768,7596,tilt
1684,1796,26888,12701,-27611,8368,tilt
-808,4204,27460,17205,-10650,7314,tilt
-1772,4452,25640,13133,-3867,5336,tilt
-1328,4000,23264,4323,-8739,2845,tilt
-1580,-104,31680,-337,-17350,2515,tilt
316,11496,32767,-6044,-12504,5724,tilt
4440,160,12940,1140,774,-385,tilt
5720,2144,14364,9649,21258,10987,tilt
-7032,2404,22952,1353,30538,5036,tilt
-5124,4088,16588,597,3556,3847,tilt
-4244,-192,12700,-3937,12718,2958,tilt
-236,-240,7564,-7373,32767,1332,tilt
-32768,3436,32767,-7216,-22633,-245,tilt
1328,-320,7068,-4230,-3545,1818,tilt
-4120,3340,16876,4690,4369,2738,tilt
-7944,2508,16256,2273,907,242,tilt
-5704,2556,16600,-1936,-6430,-797,tilt
-1896,680,13440,-1187,9211,-217,tilt
-8884,2108,19888,4729,3946,1415,tilt
-4792,2728,14900,1936,1959,484,tilt
-6656,2136,16876,-1099,-945,-359,tilt
-5512,1936,15880,-395,-1476,-195,tilt
-5464,1876,16376,221,107,-170,tilt
-5656,2040,16232,738,833,-65,tilt
-5792,2124,16412,280,-107,-156,tilt
-5632,1948,16280,-17,-410,-212,tilt
-5536,1920,16168,381,209,-129,tilt
-5648,2008,16328,371,227,-118,tilt
-5712,2072,16156,168,-92,-187,tilt
-5388,1872,16212,281,-378,-228,tilt
-5840,2144,16456,284,360,-193,tilt
-5560,2120,15852,244,129,-184,tilt
-5528,2024,16400,110,-283,-176,tilt
-5588,1936,16204,290,73,-166,tilt
-5688,1968,16208,301,60,-154,tilt
-5580,1908,16220,236,48,-199,tilt
-5760,2124,16220,35,-154,-225,tilt
-5664,2000,16252,-93,-486,-280,tilt
-5512,1972,16216,-318,-816,-314,tilt
-5440,1904,16232,-328,-900,-360,tilt
