s1,s2,s3,s4,s5,s6,label
5112,4052,19348,12770,-7069,-5890,shake
6432,3840,19548,7783,-6032,837,shake
5000,3304,19936,3368,-4539,7520,shake
3144,4324,20428,-1276,-2018,12985,shake
2624,5048,20264,-7139,-174,17466,shake
1364,4868,18852,-11861,985,19974,shake
804,3792,18256,-14193,1742,20841,shake
-832,4832,17852,-16007,2220,20942,shake
-4556,4324,16992,-17421,3836,23670,shake
-5120,1636,15836,-16228,6319,26686,shake
-2228,-864,14820,-12208,11318,24981,shake
-2152,-1592,14292,-7639,16068,17878,shake
-4468,-1380,16320,-5168,11850,8441,shake
-5552,-1212,16620,-1284,3853,-966,shake
-6880,-2036,16536,2356,-1218,-9576,shake
-7320,-1368,14972,5088,-4112,-17351,shake
-8048,-360,13956,7379,-6060,-24561,shake
-8124,1072,14772,7351,-670,-28616,shake
-7704,712,14964,7484,7935,-29372,shake
-6912,1152,16192,9815,13299,-29276,shake
-5208,3068,17512,11849,10653,-27768,shake
-2440,3484,17184,12339,4129,-24358,shake
1248,3908,16212,12119,-1281,-19553,shake
3900,3964,17432,10881,-4986,-12973,shake
5104,2548,18688,8400,-7470,-5194,shake
6040,1504,19888,6187,-6467,3435,shake
3828,1384,19748,4598,-2551,10707,shake
1644,2492,20724,2143,778,15605,shake
280,4600,20184,-2283,1381,20667,shake
-664,5728,18724,-5890,-67,24080,shake
-1484,6496,17504,-8184,-1853,25369,shake
-2112,5320,16628,-9604,161,24524,shake
-3472,3976,16256,-8795,8498,21927,shake
-8152,1112,18880,-8628,9318,20681,shake
-8668,436,17044,-8546,4045,18410,shake
-6780,-384,16216,-8473,4112,13262,shake
-6468,-1332,16488,-6331,4743,4399,shake
-7596,-2232,17520,-2162,4607,-4949,shake
-8352,-1948,17300,2563,3410,-13538,shake
-9888,-252,17264,6376,977,-20722,shake
-9360,1544,16396,7218,347,-26081,shake
-8900,1868,15716,7523,2173,-29097,shake
-7884,2496,15184,8264,5377,-31137,shake
-6016,3652,14012,8903,6890,-31500,shake
-3752,3220,14244,10079,6620,-30704,shake
-1940,3496,15664,10215,3202,-27955,shake
584,3484,16448,8308,-941,-22617,shake
3360,1948,17340,6535,-3221,-14599,shake
4532,768,18328,4175,-2646,-5024,shake
3844,-168,19752,1705,-1331,6659,shake
2532,-884,18696,1652,-554,17166,shake
88,828,17420,2855,-1238,24814,shake
-1156,3372,17284,3062,208,30687,shake
-2940,3964,14792,3101,4244,32767,shake
-4132,5392,13976,2711,8775,32767,shake
-7500,7224,16488,-221,13944,31453,shake
-13408,8780,16344,-7836,17998,31670,shake
-14188,5360,18352,-14283,11512,27080,shake
-11060,2748,19888,-16097,-1009,17261,shake
-7436,4272,17988,-15283,-4735,5111,shake
-9580,1864,16288,-14383,-10280,-4305,shake
-6864,-916,13488,-11800,-16296,-14571,shake
-5000,-2692,11936,-7186,-11792,-25137,shake
-5592,-20,12244,-2177,-1759,-32768,shake
-8048,2040,15668,1426,7600,-32768,shake
-7424,2268,17868,3054,7880,-32768,shake
-5796,2648,16208,3471,2776,-32768,shake
-2876,804,15140,4657,-2358,-30821,shake
1448,-352,14644,6683,-1321,-27165,shake
4140,-196,15024,8790,853,-20437,shake
4976,136,16636,9428,-1482,-12105,shake
6156,-544,18264,8815,-3788,-2233,shake
6108,-756,18248,8815,-2057,7742,shake
3260,-528,19104,8975,2340,15757,shake
24,1612,19188,8276,4915,22388,shake
-1728,3660,19496,5983,5032,26132,shake
-3676,4664,19628,2711,3086,28384,shake
-4964,5284,17876,-224,2175,29172,shake
-6216,5864,15912,-3202,4684,29060,shake
-6364,5528,15180,-5783,9305,28790,shake
-6292,4720,15724,-7078,9188,25378,shake
-6052,3212,15860,-7556,6990,18946,shake
-6560,1504,15444,-6460,3706,10514,shake
-7924,456,15460,-4282,2140,1433,shake
-8612,580,16152,-1825,181,-7905,shake
-8840,2220,15476,312,-412,-16704,shake
-9900,3196,16300,2057,-1731,-23357,shake
-10284,2484,16428,5056,154,-27244,shake
-9960,2940,16248,6732,3622,-29373,shake
-8268,3376,15780,8099,4391,-29514,shake
-5504,4068,14936,9346,1643,-28749,shake
-3548,3520,15568,8830,-4461,-26538,shake
500,2972,15424,7667,-10254,-21737,shake
4336,2384,14368,7722,-9759,-13779,shake
6928,1956,15716,9242,-4356,-3605,shake
7648,2100,18864,9278,733,6542,shake
5428,2676,20132,7845,1487,15691,shake
2724,3808,19816,4975,2681,22043,shake
-184,6372,17868,741,6127,26987,shake
-2656,7976,17084,-4170,8058,31100,shake
-4556,8192,17492,-8441,9215,32405,shake
-6048,7432,18744,-11897,10175,30877,shake
-6996,6692,19276,-14883,8800,26443,shake
-7232,5232,18736,-17480,6468,20047,shake
-8068,4772,18140,-18878,4770,12487,shake
-8680,2496,17416,-18784,4633,4101,shake
-8828,896,15696,-15565,3438,-4883,shake
-9380,-404,14700,-11091,206,-12775,shake
-8448,-1884,12524,-5944,-4096,-19351,shake
-8240,-2140,11476,409,-5112,-24548,shake
-9288,-1024,11836,6319,-1153,-27735,shake
-9256,-416,13832,10330,6517,-28658,shake
-7880,452,14596,12410,9435,-28089,shake
-5144,1808,14136,14019,7362,-27707,shake
-3948,1652,13224,15178,3851,-25539,shake
-1672,1548,13680,14497,2979,-20684,shake
464,1372,15808,12919,2813,-13163,shake
2596,608,18172,10607,920,-5394,shake
4004,760,20668,7886,658,2902,shake
1860,480,21800,4548,-631,11365,shake
-36,460,22864,1031,-716,17673,shake
-736,2536,21340,-2572,195,24386,shake
-2800,3668,18376,-5528,-27,29717,shake
-3636,3548,17132,-6395,-857,32389,shake
-4428,5028,16196,-5762,1419,32767,shake
-7300,7112,16072,-4894,6013,32702,shake
-9420,7108,16476,-6756,8610,31142,shake
-10640,6084,16892,-11085,9026,26850,shake
-11292,3940,18160,-15176,2956,19224,shake
-9692,804,18028,-16770,-4045,8194,shake
-8796,-1348,16240,-16708,-8102,-3810,shake
-6896,-2100,13248,-13401,-6826,-17073,shake
-6780,-1048,13392,-7942,327,-28106,shake
-8856,1448,14792,-2950,6326,-32768,shake
-10452,1956,16284,234,7070,-32768,shake
-9648,1564,15992,1496,1833,-32768,shake
-6176,216,14452,3546,-148,-32768,shake
-2792,-244,13920,5174,1049,-30915,shake
516,304,13404,5824,1289,-25709,shake
3320,-580,13376,6526,4054,-17462,shake
5420,-1520,16448,6993,8442,-8617,shake
5492,-1404,20916,5077,7642,-47,shake
4340,-2256,24252,1690,-1050,8101,shake
4280,-2496,22844,-225,-9714,15567,shake
520,-592,19284,-591,-9666,22492,shake
340,1368,18396,-2090,-5088,28351,shake
-760,2544,18596,-3890,1472,31591,shake
-3096,3684,18176,-6128,7513,32420,shake
-5220,3544,17364,-8703,9420,31934,shake
-7004,2520,15528,-10739,9201,29290,shake
-8312,608,15108,-12051,3744,22893,shake
-8980,-588,14524,-10400,-2648,14187,shake
-9752,-3040,14952,-5462,-519,5238,shake
-11876,-4364,14512,-1278,-1395,-4130,shake
-12176,-3784,14632,2990,-3862,-12607,shake
-12360,-3628,15076,6902,-6504,-20552,shake
-12264,-2196,15404,9890,-8230,-27548,shake
-11052,-860,15048,11197,-6041,-32030,shake
-9224,-320,14732,11788,-3718,-32768,shake
-7000,-164,14364,11790,-3362,-32768,shake
-3516,92,13472,11441,-4616,-32768,shake
868,772,14732,11954,-4114,-28830,shake
4416,360,13896,12762,-2225,-22255,shake
6920,1568,14576,13677,-521,-13528,shake
7904,2632,16724,14045,2232,-4494,shake
8388,3840,19180,12413,4607,5349,shake
6016,4052,19352,10179,7760,14263,shake
2124,6060,20484,7676,10842,21261,shake
-1436,8156,20516,4064,9011,26061,shake
-3252,9440,21584,-936,6429,28308,shake
-3312,9372,22136,-6951,5012,30104,shake
-4008,7920,19292,-10339,3179,29959,shake
-3096,5752,16116,-10908,5793,28502,shake
-5100,4560,14144,-11528,11679,25000,shake
-6060,2256,13856,-12556,10152,20695,shake
-6320,156,14120,-11294,3503,14303,shake
-5776,-1532,13852,-7621,1762,5987,shake
-7740,-2020,14812,-3130,1556,-4140,shake
-8568,-892,15648,-912,-2571,-12578,shake
-10288,-1312,16244,1422,-4114,-19652,shake
-9996,-288,17248,2834,-6736,-26665,shake
-10472,1072,16584,3164,-7586,-30140,shake
-8916,1512,14624,3617,-6189,-30826,shake
-6776,1532,13216,5183,-3012,-29996,shake
-3416,1080,13452,6857,476,-28211,shake
-1248,1548,14896,8613,3236,-22854,shake
1904,2852,15808,9291,1135,-15270,shake
5504,2480,16232,9696,-1054,-7857,shake
6824,2300,18136,9554,-144,165,shake
7104,2080,20008,8022,1849,8952,shake
4672,2728,20948,5375,4221,15989,shake
1132,5044,21352,878,6457,22188,shake
-1368,6344,21368,-5546,5424,26955,shake
-3144,6716,19764,-11816,4216,29927,shake
-3644,5720,18692,-14943,5704,30117,shake
-4004,4532,17808,-15743,10714,26177,shake
-6444,2824,17660,-17425,12303,20432,shake
-8356,2852,16192,-19956,5984,14968,shake
-7072,1112,15136,-19339,786,8308,shake
-6148,-144,14708,-14240,1352,849,shake
-8372,-3216,14928,-8250,504,-6812,shake
-9072,-4284,14560,-2749,-6840,-13178,shake
-8564,-4152,13156,2841,-10432,-18818,shake
-7804,-3208,13508,7018,-9986,-23417,shake
-7308,-2172,14188,9822,-5797,-26032,shake
-7012,-1520,14840,11379,-394,-25874,shake
-5412,-1092,15516,12660,4516,-24548,shake
-3888,516,15720,13891,5084,-21236,shake
-1912,1248,16076,12859,1423,-16110,shake
944,2172,16320,11865,102,-10681,shake
4168,3068,17072,10922,-1700,-5555,shake
5904,4124,18212,8141,-1507,-816,shake
6464,4516,19080,3437,-370,5038,shake
5140,3848,18528,-34,1935,11814,shake
2868,4100,19716,-2068,3289,16968,shake
1676,5112,20276,-5060,3318,22098,shake
112,5628,19408,-7834,4190,25352,shake
-1832,5168,18156,-10165,5211,25765,shake
-1972,4128,18096,-13029,7778,24586,shake
-4580,2108,17448,-14395,8799,22360,shake
-6296,-172,16540,-14222,6970,19421,shake
-7596,-1196,14884,-12804,2855,15335,shake
-8464,-2476,15276,-9092,2367,9575,shake
-9212,-2668,16800,-3944,2801,1796,shake
-10936,-2708,17424,304,-1200,-6458,shake
-10624,-3152,15800,4186,-7354,-13767,shake
-10176,-2424,14400,8657,-9829,-20298,shake
-9880,-484,14184,11366,-8578,-26184,shake
-8280,-760,13912,12432,-2030,-28674,shake
-7284,528,13408,12849,1097,-30253,shake
-6252,1324,13820,14642,4159,-29605,shake
-3548,2864,14220,15965,716,-26816,shake
68,4040,14448,16891,-3499,-22632,shake
4964,4620,15032,16989,-5590,-16075,shake
8120,5692,16188,15280,-3313,-7665,shake
9536,5892,19712,10987,702,2037,shake
6544,5080,22408,4457,5421,10524,shake
1388,5752,22952,-1719,9153,16331,shake
-32,6660,22280,-6926,9643,21012,shake
-1724,7748,20164,-11469,8778,24950,shake
-1972,7728,18964,-15643,7211,26123,shake
-3128,6604,17132,-18565,3086,25848,shake
-4764,3700,14696,-18839,-957,25389,shake
-5388,1488,14008,-16474,747,23296,shake
-7640,-392,14304,-13200,3843,17578,shake
-8656,-1428,15004,-9366,4489,8926,shake
-10260,-1088,15104,-5778,3782,-759,shake
-11268,-1440,15564,-2069,1723,-9381,shake
-10580,-1548,15012,1847,-3013,-16927,shake
-10032,-992,14592,5892,-5748,-24465,shake
-9388,404,15236,7032,-3297,-29375,shake
-7516,1568,14964,6542,1726,-28920,shake
-5728,1432,14360,6594,4246,-27060,shake
-2820,796,14724,8139,3171,-23841,shake
-116,688,14964,9604,1073,-18351,shake
3400,588,15436,10772,1852,-11911,shake
5096,1188,17480,10448,4519,-4757,shake
5624,2092,19308,8058,6307,3035,shake
3964,2584,19408,5014,7435,9636,shake
1184,3656,19600,1725,9857,14133,shake
-756,5036,19464,-2339,12011,18362,shake
-2960,5736,18860,-6461,12703,20213,shake
-4040,5908,18404,-9897,11252,19860,shake
-5560,6140,18232,-11941,7865,17664,shake
-8148,6088,19096,-14247,7138,15686,shake
-10196,3516,17080,-15700,6923,13588,shake
-10760,1348,14936,-13890,3298,9456,shake
-11864,-148,14316,-10075,1865,3870,shake
-13420,-1188,14336,-6393,-1341,-1976,shake
-13052,-1440,13084,-1852,-6839,-7157,shake
-12308,-1844,12260,2744,-12003,-11805,shake
-11636,-1680,12684,6574,-15952,-16313,shake
-10052,-1608,14356,8124,-15726,-19303,shake
-8668,-1460,14648,8625,-12432,-20116,shake
-6132,-1200,13984,9111,-9950,-19268,shake
-3308,-1620,13340,10156,-6861,-17031,shake
252,-1104,14036,10806,-2465,-12522,shake
2908,-392,14800,10725,230,-6996,shake
5720,660,16664,9200,2163,-1120,shake
5824,1656,18676,5429,2903,4492,shake
3960,592,20136,-199,-2513,9488,shake
2168,1292,20632,-4492,-7304,12636,shake
1312,1932,20948,-8242,-6130,15864,shake
2000,2200,19972,-9827,-3903,17333,shake
380,1504,17876,-9579,-3026,16202,shake
-984,-180,15800,-8498,-4723,13730,shake
-2060,-376,14044,-3638,-7214,11386,shake
-1092,-980,14548,-37,-6278,9525,shake
-768,-2084,13788,2929,-1857,7370,shake
-1944,-2968,14620,4812,168,5490,shake
-568,-2504,14036,3939,-3603,885,shake
-1000,956,14152,2878,3218,-2230,shake
-2680,2576,17552,3182,11048,-1782,shake
-4384,1884,18736,-926,6302,-272,shake
-3496,1548,17544,-4187,1405,717,shake
-2208,1716,16812,-5091,3057,504,shake
-1976,1812,17240,-6805,4898,-946,shake
-2420,1088,17380,-9288,5378,-2364,shake
-3260,92,16812,-10158,5735,-3665,shake
-4172,-740,17092,-9172,7617,-4596,shake
-5096,-1180,17388,-7825,8771,-5046,shake
-6384,-948,18516,-6555,5918,-4624,shake
-7728,-720,21448,-1498,1565,-1786,shake
-5628,-500,23764,8076,-2257,2367,shake
-1748,1936,21148,8225,7902,4298,shake
-4660,748,16768,4175,8457,3033,shake
-5732,-1260,14920,744,6624,1545,shake
-5416,-2036,17552,-2718,2483,907,shake
